Longitude,Latitude,Espèce,DHP,Hauteur,Volume
-68.0110883,51.05093024,C,24,16,0.313916874
-68.01108625,51.05181021,C,20,14,0.195639972
-68.01108583,51.05284395,F,16,18,0.153129516
-68.01108567,51.05342756,F,14,15,0.101410611
-68.0110856,51.05176043,C,26,18,0.404357629
-68.01108535,51.05067099,C,16,15,0.132454676
-68.01108445,51.05008244,C,22,16,0.263777373
-68.01108415,51.04983582,F,22,16,0.263777373
-68.01108413,51.05160937,C,16,16,0.13951861
-68.01108406,51.05173973,F,18,14,0.158468377
-68.01108405,51.05408763,C,16,18,0.153129516
-68.01108374,51.05399334,C,18,16,0.176578241
-68.01108328,51.05271496,C,14,15,0.101410611
-68.01108306,51.05200008,F,14,14,0.095863586
-68.01108283,51.05208679,C,16,14,0.125209582
-68.01108265,51.05160271,C,22,18,0.289510491
-68.01108207,51.05238752,C,24,15,0.298023021
-68.01108167,51.0530562,C,22,15,0.250422122
-68.0110814,51.05028661,C,20,18,0.239264869
-68.01108115,51.05351819,C,16,17,0.146408096
-68.01108111,51.05313576,C,22,18,0.289510491
-68.01108094,51.05313748,F,22,14,0.236724366
-68.01108067,51.05240604,C,20,18,0.239264869
-68.01107942,51.0505615,C,22,16,0.263777373
-68.01107794,51.05300728,C,16,17,0.146408096
-68.01107785,51.05027396,C,18,17,0.185297747
-68.01107727,51.05134245,C,16,17,0.146408096
-68.01107715,51.05238023,C,18,15,0.167637949
-68.01107679,51.05246217,F,14,14,0.095863586
-68.0110755,51.0527602,C,24,18,0.344541411
-68.01107548,51.05017897,C,14,16,0.106818936
-68.0110753,51.05283917,F,24,15,0.298023021
-68.01107391,51.05017641,C,18,17,0.185297747
-68.01107372,51.05345275,C,18,14,0.158468377
-68.0110734,51.05275285,C,18,17,0.185297747
-68.01107319,51.05336029,C,16,15,0.132454676
-68.01107308,51.04980264,C,14,15,0.101410611
-68.01107307,51.05312943,C,14,17,0.112093699
-68.01107216,51.05056907,C,18,18,0.193804544
-68.01107186,51.05058333,C,26,17,0.386608879
-68.01107135,51.05106672,C,22,15,0.250422122
-68.01107128,51.04989179,C,26,14,0.330631552
-68.01107122,51.05264126,C,22,17,0.276802807
-68.01107033,51.05257665,C,16,15,0.132454676
-68.01106991,51.05106708,C,14,18,0.117239786
-68.01106907,51.05358495,C,22,14,0.236724366
-68.01106889,51.05232921,C,26,18,0.404357629
-68.01106852,51.05366679,F,26,17,0.386608879
-68.01106828,51.05149302,C,22,15,0.250422122
-68.01106814,51.05192711,C,20,14,0.195639972
-68.01106802,51.05067093,C,14,18,0.117239786
-68.01106683,51.05187128,C,16,18,0.153129516
-68.01106658,51.05094677,F,20,16,0.217997829
-68.01106631,51.05048467,C,22,18,0.289510491
-68.01106586,51.04996419,F,16,16,0.13951861
-68.01106472,51.05118191,C,20,14,0.195639972
-68.01106295,51.05399054,C,26,17,0.386608879
-68.01106271,51.05185435,F,20,18,0.239264869
-68.01106261,51.05072616,C,24,15,0.298023021
-68.01106209,51.0540495,C,18,14,0.158468377
-68.011061,51.05293093,C,26,16,0.368416331
-68.01106082,51.05286212,C,24,17,0.329418216
-68.01106052,51.05076051,C,20,17,0.22876265
-68.01106028,51.05089277,C,24,18,0.344541411
-68.01105983,51.05091576,C,22,15,0.250422122
-68.01105926,51.05268597,C,22,17,0.276802807
-68.01105911,51.05009309,F,26,15,0.349763129
-68.01105861,51.05400587,C,14,18,0.117239786
-68.01105854,51.05151354,F,26,18,0.404357629
-68.01105847,51.0540604,C,16,17,0.146408096
-68.01105818,51.05057585,C,22,17,0.276802807
-68.01105809,51.05007126,C,14,18,0.117239786
-68.01105782,51.05417898,C,22,15,0.250422122
-68.01105703,51.05086035,F,22,15,0.250422122
-68.01105675,51.05260306,C,26,15,0.349763129
-68.01105583,51.05351481,F,24,14,0.281721559
-68.01105579,51.05349868,C,16,16,0.13951861
-68.0110552,51.05197348,C,24,14,0.281721559
-68.01105502,51.05197559,C,16,16,0.13951861
-68.01105409,51.0516095,C,16,18,0.153129516
-68.01105406,51.05265027,C,16,14,0.125209582
-68.01105385,51.05204245,C,14,16,0.106818936
-68.01105331,51.05114936,C,26,15,0.349763129
-68.01105301,51.05413556,C,20,16,0.217997829
-68.01105244,51.05374667,C,18,16,0.176578241
-68.0110524,51.05202556,C,20,17,0.22876265
-68.01105204,51.0513239,C,14,15,0.101410611
-68.01105187,51.05246603,F,18,18,0.193804544
-68.01105103,51.05366411,F,26,14,0.330631552
-68.01105073,51.05076406,F,22,18,0.289510491
-68.01105063,51.05236432,F,16,17,0.146408096
-68.01105029,51.05185112,F,26,16,0.368416331
-68.01104987,51.05351236,F,18,14,0.158468377
-68.01104986,51.05207562,C,14,17,0.112093699
-68.01104908,51.05144153,F,18,14,0.158468377
-68.01104899,51.0501817,F,18,17,0.185297747
-68.01104878,51.05221226,C,20,15,0.206960431
-68.01104862,51.05114466,C,18,16,0.176578241
-68.01104856,51.05367526,F,18,15,0.167637949
-68.0110482,51.0522673,F,24,15,0.298023021
-68.01104802,51.05228312,C,14,15,0.101410611
-68.01104776,51.04992594,C,16,17,0.146408096
-68.01104762,51.05132883,C,14,14,0.095863586
-68.0110473,51.0499925,C,24,17,0.329418216
-68.01104723,51.05131582,C,22,16,0.263777373
-68.01104586,51.05059093,C,18,15,0.167637949
-68.01104531,51.0538976,F,26,15,0.349763129
-68.01104473,51.05232716,C,22,18,0.289510491
-68.01104196,51.04989637,C,16,15,0.132454676
-68.01104194,51.05336662,C,14,14,0.095863586
-68.01104168,51.05104774,C,26,14,0.330631552
-68.01104114,51.05197635,C,26,18,0.404357629
-68.01104069,51.05206891,C,14,14,0.095863586
-68.01104066,51.05078783,F,22,14,0.236724366
-68.01104056,51.05024533,C,14,18,0.117239786
-68.01104048,51.05194995,F,22,16,0.263777373
-68.01104007,51.04987657,C,14,14,0.095863586
-68.01103986,51.05161956,F,20,16,0.217997829
-68.01103933,51.05207438,F,26,16,0.368416331
-68.01103886,51.05176119,C,20,16,0.217997829
-68.01103886,51.05044039,C,20,14,0.195639972
-68.01103732,51.05308194,C,14,16,0.106818936
-68.01103686,51.05257101,C,20,18,0.239264869
-68.01103628,51.05388941,C,20,16,0.217997829
-68.01103609,51.05267813,F,16,16,0.13951861
-68.01103558,51.05083952,C,22,18,0.289510491
-68.01103535,51.05153975,C,18,16,0.176578241
-68.01103431,51.05350577,C,20,16,0.217997829
-68.01103416,51.05237358,C,16,16,0.13951861
-68.01103407,51.0505851,C,16,17,0.146408096
-68.01103379,51.05087939,C,20,17,0.22876265
-68.01103214,51.05092199,C,22,17,0.276802807
-68.0110319,51.05278765,C,22,15,0.250422122
-68.01103091,51.05248774,C,20,18,0.239264869
-68.01103023,51.05038965,F,24,14,0.281721559
-68.01102976,51.05273492,F,20,14,0.195639972
-68.01102968,51.05383527,C,18,14,0.158468377
-68.01102956,51.05225513,C,18,18,0.193804544
-68.01102869,51.0514754,C,14,17,0.112093699
-68.0110281,51.05011135,C,20,16,0.217997829
-68.01102803,51.05133218,C,20,17,0.22876265
-68.01102796,51.05113442,C,18,16,0.176578241
-68.0110278,51.05128843,C,24,16,0.313916874
-68.01102745,51.05363659,C,22,18,0.289510491
-68.01102705,51.0532836,C,24,16,0.313916874
-68.01102686,51.05083981,C,16,16,0.13951861
-68.01102652,51.05108149,C,20,17,0.22876265
-68.01102609,51.05169929,F,24,18,0.344541411
-68.01102597,51.05174206,C,26,17,0.386608879
-68.01102476,51.05393136,C,16,18,0.153129516
-68.01102453,51.05056162,C,26,18,0.404357629
-68.01102447,51.05351447,C,18,17,0.185297747
-68.01102369,51.05187969,F,16,17,0.146408096
-68.0110224,51.05067523,F,26,17,0.386608879
-68.01102142,51.05358191,C,26,15,0.349763129
-68.01102123,51.0520499,C,20,16,0.217997829
-68.01102009,51.05214613,F,16,18,0.153129516
-68.01101982,51.05292531,C,26,17,0.386608879
-68.01101906,51.05386506,C,22,14,0.236724366
-68.01101869,51.05093916,F,24,16,0.313916874
-68.01101785,51.05207409,C,24,18,0.344541411
-68.01101776,51.05316186,C,22,14,0.236724366
-68.01101767,51.05182432,C,22,14,0.236724366
-68.01101758,51.05174869,F,20,16,0.217997829
-68.01101722,51.05122347,C,16,16,0.13951861
-68.01101711,51.05175066,F,18,18,0.193804544
-68.0110165,51.05236984,C,16,17,0.146408096
-68.01101647,51.04993185,C,22,14,0.236724366
-68.01101629,51.05283014,C,20,16,0.217997829
-68.01101527,51.05272124,C,18,17,0.185297747
-68.01101511,51.05218384,C,26,17,0.386608879
-68.01101476,51.05155899,C,14,15,0.101410611
-68.01101447,51.05173122,C,14,16,0.106818936
-68.01101429,51.05376295,C,20,15,0.206960431
-68.01101411,51.05269479,C,18,18,0.193804544
-68.01101301,51.05365342,C,18,16,0.176578241
-68.01101284,51.05233762,C,24,17,0.329418216
-68.01101282,51.05374374,C,24,16,0.313916874
-68.01101265,51.05194658,C,16,14,0.125209582
-68.01101265,51.05326855,C,16,14,0.125209582
-68.01101253,51.05256846,C,24,17,0.329418216
-68.01101227,51.05207595,F,14,16,0.106818936
-68.01101217,51.05309444,F,24,14,0.281721559
-68.01101188,51.04999267,C,18,15,0.167637949
-68.01101182,51.05258638,C,22,18,0.289510491
-68.01101108,51.05279331,C,18,16,0.176578241
-68.01100907,51.05334178,C,14,16,0.106818936
-68.01100904,51.05047712,C,22,18,0.289510491
-68.01100819,51.05269962,C,20,16,0.217997829
-68.01100817,51.05288088,C,24,18,0.344541411
-68.01100817,51.05049817,F,14,17,0.112093699
-68.01100802,51.05252891,C,14,14,0.095863586
-68.01100613,51.05326637,C,16,14,0.125209582
-68.011006,51.05034131,C,16,15,0.132454676
-68.01100574,51.05140613,C,20,16,0.217997829
-68.01100478,51.05315215,C,26,16,0.368416331
-68.01100457,51.05294548,C,26,18,0.404357629
-68.01100403,51.05204815,F,16,18,0.153129516
-68.01100359,51.05376297,C,18,17,0.185297747
-68.0110035,51.05416622,C,16,16,0.13951861
-68.01100254,51.05247049,C,14,18,0.117239786
-68.01100171,51.05270171,C,16,17,0.146408096
-68.01100155,51.05180763,C,14,14,0.095863586
-68.01100131,51.05393793,F,18,15,0.167637949
-68.01100074,51.05328479,C,26,15,0.349763129
-68.01100064,51.04982636,F,26,16,0.368416331
-68.01099964,51.05038026,C,20,18,0.239264869
-68.01099918,51.05324419,F,24,14,0.281721559
-68.01099826,51.05022073,C,18,15,0.167637949
-68.0109973,51.05082422,C,26,16,0.368416331
-68.01099708,51.05078652,F,26,18,0.404357629
-68.01099575,51.05298086,C,24,15,0.298023021
-68.0109957,51.05238075,C,26,14,0.330631552
-68.01099489,51.05388186,F,16,14,0.125209582
-68.01099427,51.05010028,C,16,16,0.13951861
-68.01099415,51.05006239,C,22,18,0.289510491
-68.01099414,51.05052523,C,26,14,0.330631552
-68.01099403,51.05330527,F,16,18,0.153129516
-68.01099383,51.05018037,F,20,15,0.206960431
-68.01099305,51.05348353,C,24,17,0.329418216
-68.01099303,51.05123021,C,20,14,0.195639972
-68.01099303,51.05187245,C,20,16,0.217997829
-68.01099299,51.05299228,C,18,18,0.193804544
-68.01099293,51.04991255,C,18,17,0.185297747
-68.01099184,51.05202124,C,26,16,0.368416331
-68.01099141,51.05131867,C,24,18,0.344541411
-68.01099134,51.05067768,C,26,14,0.330631552
-68.01099088,51.05132551,F,18,18,0.193804544
-68.01099059,51.05083112,C,14,16,0.106818936
-68.01099004,51.05059506,C,16,14,0.125209582
-68.01098969,51.05100803,F,14,14,0.095863586
-68.01098931,51.04988174,C,18,18,0.193804544
-68.01098907,51.052642,C,16,18,0.153129516
-68.01098902,51.05326034,C,26,16,0.368416331
-68.01098865,51.05175848,C,20,18,0.239264869
-68.01098808,51.05025532,F,18,15,0.167637949
-68.01098684,51.05349236,F,14,16,0.106818936
-68.01098653,51.05329119,C,18,15,0.167637949
-68.01098605,51.05058161,C,24,14,0.281721559
-68.01098587,51.05119504,C,24,17,0.329418216
-68.01098522,51.05176076,C,22,16,0.263777373
-68.01098398,51.0521353,C,22,16,0.263777373
-68.01098146,51.05375007,C,24,16,0.313916874
-68.01098097,51.05309929,C,24,18,0.344541411
-68.01098089,51.05037727,F,26,16,0.368416331
-68.01098063,51.05342354,C,22,14,0.236724366
-68.01098044,51.05052867,C,22,17,0.276802807
-68.01098015,51.05404142,C,24,15,0.298023021
-68.01097935,51.05398357,C,22,15,0.250422122
-68.01097884,51.05169111,C,18,18,0.193804544
-68.0109782,51.05291882,C,14,14,0.095863586
-68.01097751,51.05128605,F,20,18,0.239264869
-68.01097734,51.05308843,C,18,15,0.167637949
-68.01097725,51.05304354,C,14,17,0.112093699
-68.01097594,51.05200593,C,24,17,0.329418216
-68.01097588,51.05160725,C,22,16,0.263777373
-68.01097562,51.0514551,C,24,15,0.298023021
-68.01097504,51.0539284,C,24,18,0.344541411
-68.01097472,51.05362853,C,26,16,0.368416331
-68.01097467,51.05398883,C,20,16,0.217997829
-68.01097416,51.05025005,C,20,14,0.195639972
-68.01097337,51.05375583,C,14,15,0.101410611
-68.01097229,51.0508562,C,26,14,0.330631552
-68.01097073,51.05015197,C,18,18,0.193804544
-68.01096953,51.05023152,C,18,14,0.158468377
-68.01096911,51.05277884,C,14,18,0.117239786
-68.01096901,51.05351087,C,26,18,0.404357629
-68.01096837,51.05105499,F,22,16,0.263777373
-68.01096826,51.05142342,F,24,15,0.298023021
-68.01096804,51.05194746,C,18,18,0.193804544
-68.01096789,51.05085938,C,22,18,0.289510491
-68.01096698,51.05275654,C,16,14,0.125209582
-68.01096554,51.05205977,C,18,18,0.193804544
-68.01096471,51.05336466,C,18,17,0.185297747
-68.01096432,51.05271333,C,20,17,0.22876265
-68.01096352,51.05044503,C,16,14,0.125209582
-68.01096326,51.05384866,F,14,15,0.101410611
-68.01096258,51.0504353,F,24,16,0.313916874
-68.01096225,51.05041499,F,14,16,0.106818936
-68.01096207,51.05130143,F,24,14,0.281721559
-68.01096135,51.05358592,C,20,17,0.22876265
-68.01096079,51.05416462,C,16,16,0.13951861
-68.01096075,51.05123163,C,26,14,0.330631552
-68.01095946,51.0507966,C,26,16,0.368416331
-68.01095895,51.05215271,C,16,17,0.146408096
-68.01095778,51.05361018,C,16,18,0.153129516
-68.01095695,51.0535653,C,18,14,0.158468377
-68.01095675,51.05132217,C,18,17,0.185297747
-68.01095652,51.05298289,F,24,14,0.281721559
-68.01095609,51.04980398,F,18,16,0.176578241
-68.0109556,51.05021258,C,24,17,0.329418216
-68.01095558,51.05224743,C,26,17,0.386608879
-68.01095519,51.05291141,F,20,17,0.22876265
-68.01095501,51.05108683,C,20,17,0.22876265
-68.01095462,51.05200225,C,22,16,0.263777373
-68.01095438,51.05151853,F,24,14,0.281721559
-68.01095387,51.05218009,C,24,16,0.313916874
-68.01095377,51.05186054,C,14,16,0.106818936
-68.01095126,51.05080116,C,18,14,0.158468377
-68.01095125,51.05211093,C,16,15,0.132454676
-68.01095103,51.05011635,C,14,16,0.106818936
-68.01095094,51.05161285,C,14,18,0.117239786
-68.01095031,51.05348097,C,18,15,0.167637949
-68.01095016,51.05286537,F,26,15,0.349763129
-68.01094945,51.04975019,C,22,16,0.263777373
-68.01094858,51.05006741,C,20,16,0.217997829
-68.01094841,51.04977404,C,20,16,0.217997829
-68.01094798,51.0503655,C,18,17,0.185297747
-68.01094765,51.05049474,C,14,14,0.095863586
-68.01094601,51.05083862,C,16,18,0.153129516
-68.01094585,51.05344034,F,14,18,0.117239786
-68.01094557,51.04972354,F,16,17,0.146408096
-68.01094496,51.05233407,C,24,16,0.313916874
-68.0109449,51.0526063,C,26,17,0.386608879
-68.01094472,51.05166927,F,18,17,0.185297747
-68.01094456,51.05032907,C,16,14,0.125209582
-68.01094411,51.05171395,C,18,17,0.185297747
-68.01094342,51.05139861,C,20,17,0.22876265
-68.01094306,51.05094132,C,24,16,0.313916874
-68.01094276,51.0528133,C,26,15,0.349763129
-68.01094221,51.05352522,C,14,17,0.112093699
-68.01094172,51.05364467,C,20,16,0.217997829
-68.01094136,51.05332158,F,24,18,0.344541411
-68.01094134,51.05077982,C,20,17,0.22876265
-68.01094098,51.05050127,C,26,18,0.404357629
-68.01094059,51.0504515,C,18,17,0.185297747
-68.01094041,51.05011718,C,26,14,0.330631552
-68.01093853,51.05182374,F,14,16,0.106818936
-68.01093853,51.05336476,C,16,14,0.125209582
-68.0109385,51.05015365,F,14,17,0.112093699
-68.01093815,51.05025069,C,20,17,0.22876265
-68.01093814,51.05019954,C,24,17,0.329418216
-68.01093801,51.05319856,C,22,18,0.289510491
-68.0109379,51.05195199,F,22,14,0.236724366
-68.01093784,51.05187751,C,22,14,0.236724366
-68.0109361,51.05291006,C,22,15,0.250422122
-68.01093561,51.05308052,F,20,17,0.22876265
-68.0109352,51.05117972,F,24,18,0.344541411
-68.01093499,51.05289381,C,18,15,0.167637949
-68.01093374,51.0509422,C,24,18,0.344541411
-68.0109334,51.05348249,C,18,18,0.193804544
-68.01093334,51.05234563,F,14,17,0.112093699
-68.01093324,51.05285486,C,14,15,0.101410611
-68.01093295,51.05005425,C,16,14,0.125209582
-68.01093271,51.05384693,C,22,17,0.276802807
-68.0109327,51.05390891,F,14,14,0.095863586
-68.01093204,51.05402951,C,24,15,0.298023021
-68.01093203,51.0524006,C,20,14,0.195639972
-68.01093162,51.05056929,F,22,18,0.289510491
-68.01093138,51.05213013,C,20,17,0.22876265
-68.01092897,51.05165958,F,20,17,0.22876265
-68.01092889,51.05317861,F,18,14,0.158468377
-68.01092838,51.05194893,C,24,15,0.298023021
-68.01092781,51.05145836,C,14,14,0.095863586
-68.01092724,51.05091297,C,22,18,0.289510491
-68.01092633,51.05217094,C,20,17,0.22876265
-68.01092632,51.0507032,C,20,15,0.206960431
-68.01092615,51.0517672,F,18,17,0.185297747
-68.01092524,51.05165806,F,16,18,0.153129516
-68.01092373,51.05294615,C,22,14,0.236724366
-68.01092372,51.05222666,C,26,14,0.330631552
-68.01092329,51.05338373,C,20,17,0.22876265
-68.01092302,51.05372139,C,14,15,0.101410611
-68.01092252,51.0525885,C,14,18,0.117239786
-68.01092243,51.05170734,C,18,17,0.185297747
-68.01092234,51.05179536,C,22,18,0.289510491
-68.0109216,51.0523692,C,18,14,0.158468377
-68.01092091,51.05345034,C,18,18,0.193804544
-68.01092066,51.05374304,C,24,16,0.313916874
-68.0109196,51.0506964,C,18,14,0.158468377
-68.01091849,51.05170592,C,22,14,0.236724366
-68.01091839,51.05253245,C,18,15,0.167637949
-68.01091789,51.05130116,C,16,14,0.125209582
-68.01091763,51.05128055,C,24,14,0.281721559
-68.01091744,51.05165985,F,22,16,0.263777373
-68.01091681,51.05141264,F,26,15,0.349763129
-68.01091522,51.051473,C,26,16,0.368416331
-68.01091442,51.05182745,C,22,14,0.236724366
-68.01091377,51.05336957,C,26,14,0.330631552
-68.01091249,51.05339216,F,22,18,0.289510491
-68.01091193,51.05107514,F,22,14,0.236724366
-68.01091117,51.05314097,F,18,17,0.185297747
-68.01091079,51.05005823,F,18,16,0.176578241
-68.01091057,51.053804,C,24,17,0.329418216
-68.01090934,51.05143683,C,26,18,0.404357629
-68.01090918,51.05216283,C,26,17,0.386608879
-68.01090905,51.05374018,C,22,14,0.236724366
-68.01090891,51.04972551,C,14,18,0.117239786
-68.01090889,51.05037626,C,24,15,0.298023021
-68.01090866,51.0521755,C,26,16,0.368416331
-68.0109086,51.05298741,C,22,14,0.236724366
-68.01090829,51.05309926,C,14,15,0.101410611
-68.01090826,51.05382011,F,24,16,0.313916874
-68.01090811,51.05335728,C,22,16,0.263777373
-68.01090738,51.05122857,F,24,17,0.329418216
-68.01090726,51.05024704,F,20,14,0.195639972
-68.0109069,51.05209371,C,20,18,0.239264869
-68.01090592,51.05299284,C,16,17,0.146408096
-68.01090465,51.05412798,C,26,14,0.330631552
-68.01090451,51.05116511,C,20,16,0.217997829
-68.01090431,51.05190884,C,16,14,0.125209582
-68.01090401,51.05203544,C,26,17,0.386608879
-68.01090393,51.05044425,C,26,16,0.368416331
-68.01090388,51.0511093,C,22,17,0.276802807
-68.0109029,51.05164466,C,22,17,0.276802807
-68.01090286,51.05367077,C,22,17,0.276802807
-68.01090273,51.05060393,C,24,18,0.344541411
-68.01090243,51.05145395,C,24,16,0.313916874
-68.01090241,51.051367,C,16,14,0.125209582
-68.01090211,51.05082764,C,24,14,0.281721559
-68.01090173,51.05132251,C,24,16,0.313916874
-68.01090116,51.05369675,C,14,16,0.106818936
-68.0109011,51.05020067,C,18,17,0.185297747
-68.01090081,51.05307852,C,22,17,0.276802807
-68.0109005,51.04976764,C,26,16,0.368416331
-68.01090038,51.05040154,C,20,15,0.206960431
-68.01089993,51.05191189,C,26,17,0.386608879
-68.01089992,51.05199287,C,24,18,0.344541411
-68.01089881,51.05127587,C,24,18,0.344541411
-68.01089866,51.05357599,F,16,16,0.13951861
-68.01089816,51.0535218,C,14,17,0.112093699
-68.01089747,51.05016333,C,20,15,0.206960431
-68.01089714,51.05263781,C,16,17,0.146408096
-68.01089663,51.05242566,C,26,18,0.404357629
-68.01089649,51.05355081,C,16,15,0.132454676
-68.01089619,51.05140075,C,26,17,0.386608879
-68.01089618,51.05026652,C,20,15,0.206960431
-68.01089565,51.05087073,C,24,15,0.298023021
-68.01089559,51.05200491,C,18,17,0.185297747
-68.0108949,51.05111357,F,18,16,0.176578241
-68.01089319,51.05173087,C,18,17,0.185297747
-68.01089076,51.05162174,C,22,16,0.263777373
-68.01089045,51.05274943,C,22,16,0.263777373
-68.01088976,51.05416009,C,18,16,0.176578241
-68.01088931,51.05102432,F,20,16,0.217997829
-68.01088916,51.05251398,C,14,17,0.112093699
-68.01088899,51.05031414,F,18,16,0.176578241
-68.01088857,51.05136346,C,22,18,0.289510491
-68.01088778,51.05013656,C,26,18,0.404357629
-68.01088726,51.05085719,F,18,15,0.167637949
-68.01088724,51.05306681,C,24,14,0.281721559
-68.01088712,51.05142608,C,18,14,0.158468377
-68.01088707,51.05170602,C,24,18,0.344541411
-68.01088537,51.05184826,F,24,16,0.313916874
-68.01088531,51.05403605,C,14,14,0.095863586
-68.01088439,51.05332115,C,24,17,0.329418216
-68.01088401,51.05207548,F,14,15,0.101410611
-68.01088387,51.05365367,F,14,18,0.117239786
-68.01088295,51.04998588,F,24,17,0.329418216
-68.01088101,51.05147667,F,14,17,0.112093699
-68.01087943,51.05303346,C,26,17,0.386608879
-68.01087895,51.05040987,C,24,16,0.313916874
-68.0108781,51.05316729,C,18,18,0.193804544
-68.01087747,51.04986933,C,22,14,0.236724366
-68.01087681,51.05363191,F,18,17,0.185297747
-68.0108765,51.05165762,C,14,17,0.112093699
-68.01087623,51.05415256,C,20,17,0.22876265
-68.01087553,51.05073363,F,20,14,0.195639972
-68.01087455,51.05285693,C,24,17,0.329418216
-68.0108735,51.05038971,F,20,15,0.206960431
-68.01087336,51.05131418,C,20,15,0.206960431
-68.01087294,51.05069933,F,16,14,0.125209582
-68.01087267,51.05135911,F,24,14,0.281721559
-68.01087132,51.05159993,C,22,15,0.250422122
-68.01087114,51.05110235,C,22,18,0.289510491
-68.01087042,51.05189837,C,24,14,0.281721559
-68.01087035,51.05305725,F,26,17,0.386608879
-68.01086996,51.05366868,C,24,16,0.313916874
-68.01086988,51.05216467,C,26,16,0.368416331
-68.01086957,51.05009942,C,14,16,0.106818936
-68.01086909,51.05165758,C,22,18,0.289510491
-68.0108684,51.05219685,C,16,16,0.13951861
-68.01086803,51.05175051,C,22,18,0.289510491
-68.010868,51.05315225,C,20,16,0.217997829
-68.01086772,51.0527209,C,20,18,0.239264869
-68.01086758,51.0535721,F,24,17,0.329418216
-68.01086757,51.05038854,C,14,16,0.106818936
-68.01086701,51.05180193,F,22,15,0.250422122
-68.01086655,51.05293253,C,18,14,0.158468377
-68.01086624,51.05053678,C,14,17,0.112093699
-68.01086619,51.05021047,C,16,17,0.146408096
-68.01086596,51.05258426,C,26,14,0.330631552
-68.0108656,51.05360299,C,18,18,0.193804544
-68.01086487,51.0523918,C,16,17,0.146408096
-68.01086471,51.05364335,C,14,17,0.112093699
-68.01086458,51.05377619,C,18,18,0.193804544
-68.0108642,51.05253115,C,22,17,0.276802807
-68.01086333,51.0516146,F,20,18,0.239264869
-68.01086323,51.05198651,C,16,18,0.153129516
-68.0108631,51.05121736,F,14,16,0.106818936
-68.01086298,51.05064668,F,18,17,0.185297747
-68.01086278,51.05405377,C,14,16,0.106818936
-68.01086271,51.05365814,C,26,16,0.368416331
-68.01086232,51.05347433,C,14,17,0.112093699
-68.01086171,51.05220505,C,22,17,0.276802807
-68.01086158,51.0518812,C,20,15,0.206960431
-68.01086066,51.05252181,C,26,17,0.386608879
-68.01085971,51.04986511,C,24,18,0.344541411
-68.01085956,51.05412411,C,22,18,0.289510491
-68.01085949,51.05015231,C,24,14,0.281721559
-68.01085916,51.04992841,C,20,17,0.22876265
-68.01085872,51.05228497,C,24,16,0.313916874
-68.01085864,51.05013907,C,18,18,0.193804544
-68.01085772,51.05259323,C,18,16,0.176578241
-68.01085618,51.05331399,C,26,18,0.404357629
-68.0108556,51.05110706,C,22,15,0.250422122
-68.01085549,51.05328557,C,14,18,0.117239786
-68.01085516,51.05062845,C,16,14,0.125209582
-68.01085506,51.05033215,F,16,14,0.125209582
-68.01085417,51.0540778,C,16,17,0.146408096
-68.01085347,51.05228303,C,22,17,0.276802807
-68.01085345,51.05098818,C,16,18,0.153129516
-68.0108525,51.05065241,C,18,15,0.167637949
-68.01085188,51.05146832,C,24,16,0.313916874
-68.01085102,51.05360811,F,26,16,0.368416331
-68.01085088,51.05222778,F,20,18,0.239264869
-68.01085073,51.05225597,C,16,15,0.132454676
-68.01085066,51.05232104,C,16,14,0.125209582
-68.01085042,51.05299143,F,14,16,0.106818936
-68.01085,51.05396347,C,26,18,0.404357629
-68.01084826,51.04996117,C,18,16,0.176578241
-68.01084796,51.05137049,F,20,16,0.217997829
-68.01084694,51.05253684,F,24,15,0.298023021
-68.01084667,51.05368915,C,20,17,0.22876265
-68.01084642,51.05169622,C,24,15,0.298023021
-68.010846,51.05243682,C,16,16,0.13951861
-68.01084589,51.05189773,C,18,18,0.193804544
-68.0108451,51.0498305,C,18,16,0.176578241
-68.01084398,51.05133147,C,22,16,0.263777373
-68.01084392,51.05162093,C,24,16,0.313916874
-68.01084362,51.05347599,C,24,15,0.298023021
-68.01084315,51.05277533,F,26,16,0.368416331
-68.01084133,51.05198117,C,16,15,0.132454676
-68.01084017,51.05148716,F,26,14,0.330631552
-68.01083973,51.05250991,F,24,18,0.344541411
-68.01083965,51.05139081,F,26,14,0.330631552
-68.01083893,51.05395841,C,20,15,0.206960431
-68.01083611,51.05184977,C,26,16,0.368416331
-68.01083547,51.05092369,C,20,14,0.195639972
-68.0108349,51.05228648,C,20,16,0.217997829
-68.01083478,51.0515547,C,18,16,0.176578241
-68.01083458,51.05238889,C,18,16,0.176578241
-68.01083391,51.05239701,C,14,16,0.106818936
-68.01083307,51.05299892,C,14,17,0.112093699
-68.01083299,51.05057755,C,14,14,0.095863586
-68.01083244,51.05259466,C,26,18,0.404357629
-68.01083149,51.05310613,C,24,18,0.344541411
-68.01083049,51.0524463,C,26,15,0.349763129
-68.01083005,51.05067418,C,24,16,0.313916874
-68.01083,51.05190506,C,18,15,0.167637949
-68.01082995,51.05062378,F,18,14,0.158468377
-68.01082938,51.05255183,C,22,18,0.289510491
-68.01082868,51.05368662,C,20,15,0.206960431
-68.01082831,51.0504201,C,18,18,0.193804544
-68.0108274,51.05074947,C,16,17,0.146408096
-68.01082635,51.05411318,C,18,18,0.193804544
-68.0108258,51.05114046,F,14,18,0.117239786
-68.01082548,51.05127659,C,18,14,0.158468377
-68.01082515,51.05149716,C,20,15,0.206960431
